key_0,created_at,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,id,identity,bot
969398693249126400,Wed Jun 05 21:43:20 +0000 2019,969398693249126400,969398693249126400,Random Goth Lyric Generator,goth_lyrics,City of Dis,Esoteric dark verse from aeons before twitter crept out of its unholy sepulchre.,https://t.co/s9UkVMDACm,"[{'url': 'https://t.co/s9UkVMDACm', 'expanded_url': 'https://osric.com/rglg/', 'display_url': 'osric.com/rglg/', 'indices': [0, 23]}]",[],False,23,8,1,Fri Mar 02 02:27:13 +0000 2018,2,,,False,False,3792,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/969400516856942593/4HxAYzqC_normal.jpg,https://pbs.twimg.com/profile_images/969400516856942593/4HxAYzqC_normal.jpg,https://pbs.twimg.com/profile_banners/969398693249126400/1519958558,000000,000000,000000,000000,False,True,False,False,False,False,False,none,969398693249126400,bot,1
2402022649,Tue Apr 02 13:26:02 +0000 2019,2402022649,2402022649,Transiting Now,transitingnow,Earth,Demonstrating the vast number of transiting exoplanets with real-time tweets when each transiting exoplanet appears to pass in front of its star - by @brettmor.,https://t.co/L8ARV5JWBz,"[{'url': 'https://t.co/L8ARV5JWBz', 'expanded_url': 'http://brettmorr.is', 'display_url': 'brettmorr.is', 'indices': [0, 23]}]",[],False,322,8,21,Fri Mar 21 19:10:39 +0000 2014,34,,,False,False,407226,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/454846575764717568/hVik_9Yx_normal.png,https://pbs.twimg.com/profile_images/454846575764717568/hVik_9Yx_normal.png,https://pbs.twimg.com/profile_banners/2402022649/1397278582,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,2402022649,bot,1
2976541239,Wed Jun 05 20:22:03 +0000 2019,2976541239,2976541239,TheRiddlerBot,TheRiddlerBot,"Coimbra, Portugal","Solve the riddle by replying only the name of the person/character described! Created by @verhoevenben, @1vangro, @fvancesco, @pedrojmmartins at #codecampcc",https://t.co/1v8BON9QpT,"[{'url': 'https://t.co/1v8BON9QpT', 'expanded_url': 'https://github.com/ivangro/theriddlerbot', 'display_url': 'github.com/ivangro/therid…', 'indices': [0, 23]}]",[],False,171,86,32,Tue Jan 13 15:10:45 +0000 2015,1933,,,False,False,15668,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/555389493792874496/yb0tRwEu_normal.jpeg,https://pbs.twimg.com/profile_images/555389493792874496/yb0tRwEu_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,2976541239,bot,1
4425828741,Wed Jun 05 18:56:21 +0000 2019,4425828741,4425828741,🌊🌊🌊🌊🌊🌊🌊🌊🌊,tiny_seas,sui.sexy,✨🌊 by @suisea ✨ donate: https://t.co/MS5qM3a8Bl  ✨ https://t.co/E70FQKZkdJ  ✨https://t.co/Q6hC8oxlRg  ✨ inspired by @tiny_star_field 🌊✨,https://t.co/Q6hC8oOXfQ,"[{'url': 'https://t.co/Q6hC8oOXfQ', 'expanded_url': 'http://sui.rocks', 'display_url': 'sui.rocks', 'indices': [0, 23]}]","[{'url': 'https://t.co/MS5qM3a8Bl', 'expanded_url': 'http://paypal.me/suisea', 'display_url': 'paypal.me/suisea', 'indices': [24, 47]}, {'url': 'https://t.co/E70FQKZkdJ', 'expanded_url': 'http://cash.me/$suis', 'display_url': 'cash.me/$suis', 'indices': [51, 74]}, {'url': 'https://t.co/Q6hC8oxlRg', 'expanded_url': 'http://sui.rocks', 'display_url': 'sui.rocks', 'indices': [77, 100]}]",False,3374,9,146,Wed Dec 09 11:01:43 +0000 2015,15,,,False,False,5087,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/674546213878820864/P8z_UQ99_normal.png,https://pbs.twimg.com/profile_images/674546213878820864/P8z_UQ99_normal.png,https://pbs.twimg.com/profile_banners/4425828741/1449660966,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,4425828741,bot,1
817082622824169472,Wed Jun 05 20:54:02 +0000 2019,817082622824169472,817082622824169472,Wordfindatron,wordfindatron,The Grid,I make little word-find puzzles. Bot by @joshleejosh,https://t.co/Dn62jWBqAe,"[{'url': 'https://t.co/Dn62jWBqAe', 'expanded_url': 'http://floor.is/lava/wordfindatron/', 'display_url': 'floor.is/lava/wordfinda…', 'indices': [0, 23]}]",[],False,7,2,4,Thu Jan 05 18:57:32 +0000 2017,1,,,False,False,2813,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/826522865142988800/l1pjT0td_normal.jpg,https://pbs.twimg.com/profile_images/826522865142988800/l1pjT0td_normal.jpg,,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,817082622824169472,bot,1
742447712105336832,Wed Jun 05 17:00:27 +0000 2019,742447712105336832,742447712105336832,NYPL Emoji Bot,NYPLEmoji,,"✨Send @NYPLEmoji an emoji, receive an image ✉️ from @NYPL collections. ⏰Tweets once a day. ✒ Curated by @lolibrarian ✂ Source: https://t.co/pX0zfPTWPB",https://t.co/tL1uL3M1RO,"[{'url': 'https://t.co/tL1uL3M1RO', 'expanded_url': 'http://digitalcollections.nypl.org', 'display_url': 'digitalcollections.nypl.org', 'indices': [0, 23]}]","[{'url': 'https://t.co/pX0zfPTWPB', 'expanded_url': 'https://git.io/v6gV5', 'display_url': 'git.io/v6gV5', 'indices': [127, 150]}]",False,3968,15,110,Mon Jun 13 20:05:03 +0000 2016,0,,,False,False,17685,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/742469615490633728/U7QPeUbj_normal.jpg,https://pbs.twimg.com/profile_images/742469615490633728/U7QPeUbj_normal.jpg,https://pbs.twimg.com/profile_banners/742447712105336832/1470228913,FF691F,000000,000000,000000,False,True,False,False,False,False,False,none,742447712105336832,bot,1
998140589420888064,Wed Jun 05 21:43:59 +0000 2019,998140589420888064,998140589420888064,CultureShip Generator,CultureShip_bot,,I make Culture ship names. Blame @tonyiswrong for everything I do and don't do.,https://t.co/GU408nkdIp,"[{'url': 'https://t.co/GU408nkdIp', 'expanded_url': 'http://cheapbotsdonequick.com/source/CultureShip_bot', 'display_url': 'cheapbotsdonequick.com/source/Culture…', 'indices': [0, 23]}]",[],False,277,25,6,Sun May 20 09:57:15 +0000 2018,5,,,False,False,3046,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/998434228403556352/YYae3Q97_normal.jpg,https://pbs.twimg.com/profile_images/998434228403556352/YYae3Q97_normal.jpg,https://pbs.twimg.com/profile_banners/998140589420888064/1526880261,222222,000000,000000,000000,False,False,False,False,False,False,False,none,998140589420888064,bot,1
1020970182582460418,Wed Jun 05 21:03:03 +0000 2019,1020970182582460418,1020970182582460418,𝔸𝕣𝕥 𝕄𝕦𝕤𝕖𝕦𝕞 𝔹𝕠𝕥,art_museum_bot,,Bring the archives of the Harvard Art Museums to your Twitter feed with this unofficial bot.,,,[],False,55,1,10,Sun Jul 22 09:53:55 +0000 2018,0,,,False,False,1961,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1119506049231466496/J95NU5xa_normal.jpg,https://pbs.twimg.com/profile_images/1119506049231466496/J95NU5xa_normal.jpg,https://pbs.twimg.com/profile_banners/1020970182582460418/1555745923,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,1020970182582460418,bot,1
718832664300625921,Wed Jun 05 21:50:45 +0000 2019,718832664300625921,718832664300625921,Wizard Generator,WizardGenerator,,Generates a random wizard every 3 hours. | Bot by @THEWAAnderson,https://t.co/PbkeZ5D819,"[{'url': 'https://t.co/PbkeZ5D819', 'expanded_url': 'http://williamanderson.io', 'display_url': 'williamanderson.io', 'indices': [0, 23]}]",[],False,177,0,36,Sat Apr 09 16:07:17 +0000 2016,52,,,False,False,9166,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/718911152546279424/62Uhg49b_normal.jpg,https://pbs.twimg.com/profile_images/718911152546279424/62Uhg49b_normal.jpg,https://pbs.twimg.com/profile_banners/718832664300625921/1460237215,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,718832664300625921,bot,1
3304794002,Mon May 13 10:40:11 +0000 2019,3304794002,3304794002,Villanelle Bot,VillanelleBot,,"Poems in the villanelle form, using random Twitter posts. // I tweet to rhyme, and take my tweeting slow. // Built by @avoision, powered by everyone else.",http://t.co/jM6oApLmq9,"[{'url': 'http://t.co/jM6oApLmq9', 'expanded_url': 'http://villanellebot.tumblr.com/', 'display_url': 'villanellebot.tumblr.com', 'indices': [0, 22]}]",[],False,106,1,20,Mon Aug 03 04:05:31 +0000 2015,229,,,False,False,10279,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/629441394868748288/uUxoQgRP_normal.png,https://pbs.twimg.com/profile_images/629441394868748288/uUxoQgRP_normal.png,https://pbs.twimg.com/profile_banners/3304794002/1438908543,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,3304794002,bot,1
3748550069,Wed Jun 05 13:01:26 +0000 2019,3748550069,3748550069,OMG Movies!,omg_movies,In a movie theatre near you,I love movies. Movies are the best! Bot created by @javier. Source code: https://t.co/sz1cET8VOX,https://t.co/po7CVUxQHR,"[{'url': 'https://t.co/po7CVUxQHR', 'expanded_url': 'https://twitter.com/javier', 'display_url': 'twitter.com/javier', 'indices': [0, 23]}]","[{'url': 'https://t.co/sz1cET8VOX', 'expanded_url': 'https://twitter.com/javier/status/1097531825403191296', 'display_url': 'twitter.com/javier/status/…', 'indices': [73, 96]}]",False,15,1,14,Wed Sep 23 10:43:05 +0000 2015,0,,,False,False,1246,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/687616096497709057/_6xtw4xx_normal.jpg,https://pbs.twimg.com/profile_images/687616096497709057/_6xtw4xx_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,3748550069,bot,1
1047612356459724802,Wed Jun 05 21:34:16 +0000 2019,1047612356459724802,1047612356459724802,OTPbot,ishipitbot,,Bringing you the OTPs you never knew you needed. This bot created using Cheap Bots Done Quick by Justin of @RobotTypewriter and @batcampsite,https://t.co/drroHHNVce,"[{'url': 'https://t.co/drroHHNVce', 'expanded_url': 'http://www.batcamp.org/robots-on-typewriters/', 'display_url': 'batcamp.org/robots-on-type…', 'indices': [0, 23]}]",[],False,13,7,2,Wed Oct 03 22:20:24 +0000 2018,7,,,False,False,1951,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1047646925368057857/PrhFMfZZ_normal.jpg,https://pbs.twimg.com/profile_images/1047646925368057857/PrhFMfZZ_normal.jpg,https://pbs.twimg.com/profile_banners/1047612356459724802/1538679179,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,1047612356459724802,bot,1
4331829388,Wed Jun 05 21:06:10 +0000 2019,4331829388,4331829388,Lotostodorono,LatostadoraBot,www,"I'm a working #twitterBot wrote on #Node & #Processing running on @awscloud \o/ Tweeting a blinking #randomVamp every hour, on the hour. By @latostadorano",https://t.co/6PtQDGoZuO,"[{'url': 'https://t.co/6PtQDGoZuO', 'expanded_url': 'http://latostadorano.com', 'display_url': 'latostadorano.com', 'indices': [0, 23]}]",[],False,101,81,4,Mon Nov 30 18:58:06 +0000 2015,20,,,False,False,23227,,False,False,False,DD2E44,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/875837075815145472/6HC8rxvb_normal.jpg,https://pbs.twimg.com/profile_images/875837075815145472/6HC8rxvb_normal.jpg,https://pbs.twimg.com/profile_banners/4331829388/1473354121,ABB8C2,000000,000000,000000,True,False,False,False,False,False,False,none,4331829388,bot,1
1100190509073600513,Wed Jun 05 21:34:03 +0000 2019,1100190509073600513,1100190509073600513,Wikipedia Movie Plot Bot,WikiPlotBot,"Hollywood, Babyyyy",Movies described using only the links in their Wikipedia plot summaries. A bot by @reedkavner.,https://t.co/RzpzXRBSuI,"[{'url': 'https://t.co/RzpzXRBSuI', 'expanded_url': 'https://donate.wikimedia.org', 'display_url': 'donate.wikimedia.org', 'indices': [0, 23]}]",[],False,22,1,1,Tue Feb 26 00:27:12 +0000 2019,0,,,False,False,445,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1100243068920496128/_pwSE6Si_normal.png,https://pbs.twimg.com/profile_images/1100243068920496128/_pwSE6Si_normal.png,https://pbs.twimg.com/profile_banners/1100190509073600513/1551153077,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,1100190509073600513,bot,1
920359296797429760,Wed Jun 05 18:59:46 +0000 2019,920359296797429760,920359296797429760,Whiny Genealogist,whinygenealogy,,A bot (by @supalaze) that complains about the trials and tribulations of genealogical research.,,,[],False,19,0,4,Tue Oct 17 18:42:10 +0000 2017,0,,,False,False,2513,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/920397496538599424/YzefLnhR_normal.jpg,https://pbs.twimg.com/profile_images/920397496538599424/YzefLnhR_normal.jpg,https://pbs.twimg.com/profile_banners/920359296797429760/1508274710,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,920359296797429760,bot,1
837683262864637952,Wed Jun 05 21:17:19 +0000 2019,837683262864637952,837683262864637952,CozinhaBot,CozinhaBot,,"Receitas aleatórias, pratos imprevisíveis. Por @absurdum",,,[],False,3274,9,29,Fri Mar 03 15:17:08 +0000 2017,35,,,False,False,19812,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/837787743375732736/CNWyE6mM_normal.jpg,https://pbs.twimg.com/profile_images/837787743375732736/CNWyE6mM_normal.jpg,https://pbs.twimg.com/profile_banners/837683262864637952/1488554596,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,837683262864637952,bot,1
1044725409953136640,Wed Jun 05 12:19:23 +0000 2019,1044725409953136640,1044725409953136640,The Trumpster Fire,USDumpsterFire,"Washington, DC",🇺🇸 🗑🔥 || Official statements from the Trumpster Fire in Chief of the United States of America || Created by @bpettis,https://t.co/4IHuWf86uJ,"[{'url': 'https://t.co/4IHuWf86uJ', 'expanded_url': 'http://www.benpettis.ninja', 'display_url': 'benpettis.ninja', 'indices': [0, 23]}]",[],False,8,24,1,Tue Sep 25 23:08:42 +0000 2018,2,,,False,False,2505,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1044727675732951040/aRyPJY2C_normal.jpg,https://pbs.twimg.com/profile_images/1044727675732951040/aRyPJY2C_normal.jpg,https://pbs.twimg.com/profile_banners/1044725409953136640/1537918974,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,1044725409953136640,bot,1
1038811495549886464,Wed Jun 05 19:55:24 +0000 2019,1038811495549886464,1038811495549886464,Philly Tax Abatements,phl_abatements,"Philadelphia, PA",Tweeting every tax-abated property and the amount of lost tax revenue.  Tweets distributed to end when the polls close on Election Day 2019.  by @nat_lownes,https://t.co/A2gVxQTbGR,"[{'url': 'https://t.co/A2gVxQTbGR', 'expanded_url': 'http://EndTheAbatement.com', 'display_url': 'EndTheAbatement.com', 'indices': [0, 23]}]",[],False,436,1,5,Sun Sep 09 15:28:55 +0000 2018,5,,,True,False,3267,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1038951005575110657/j95p1O8r_normal.jpg,https://pbs.twimg.com/profile_images/1038951005575110657/j95p1O8r_normal.jpg,https://pbs.twimg.com/profile_banners/1038811495549886464/1536507926,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,1038811495549886464,bot,1
4886794823,Wed Jun 05 19:00:03 +0000 2019,4886794823,4886794823,Jeorkov,jeorkov,,Blame @xaiax / using Jeopardy corpus from: https://t.co/qtNmQhb7CX,,,"[{'url': 'https://t.co/qtNmQhb7CX', 'expanded_url': 'https://github.com/dariusk/corpora/tree/master/data/games', 'display_url': 'github.com/dariusk/corpor…', 'indices': [43, 66]}]",False,36,3,2,Mon Feb 08 04:45:37 +0000 2016,2,,,False,False,8462,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/769370722846158848/VxsG55Pw_normal.jpg,https://pbs.twimg.com/profile_images/769370722846158848/VxsG55Pw_normal.jpg,https://pbs.twimg.com/profile_banners/4886794823/1454973062,060CE9,000000,000000,000000,False,False,False,False,False,False,False,none,4886794823,bot,1
923966671827755008,Wed Jun 05 18:54:18 +0000 2019,923966671827755008,923966671827755008,Good Dogs of NYC,GoodDogsOfNYC,"New York, USA",Stories of very good dogs generated from real New York City pet licensing data. By @hoffm.,https://t.co/VozMfCJDxH,"[{'url': 'https://t.co/VozMfCJDxH', 'expanded_url': 'https://www.redhookdogrescue.org/donate', 'display_url': 'redhookdogrescue.org/donate', 'indices': [0, 23]}]",[],False,56,2,4,Fri Oct 27 17:36:35 +0000 2017,1,,,False,False,9421,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/923968474518577152/AVxUkSof_normal.jpg,https://pbs.twimg.com/profile_images/923968474518577152/AVxUkSof_normal.jpg,https://pbs.twimg.com/profile_banners/923966671827755008/1509127117,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,923966671827755008,bot,1
903770442573512704,Wed Jun 05 21:52:28 +0000 2019,903770442573512704,903770442573512704,bot de colores,bot_de_colores,color,soy un bot de colores. me programó @canekzapata,,,[],False,9109,7,46,Sat Sep 02 00:03:59 +0000 2017,478,,,False,False,39977,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919680437970116608/esSeOMB2_normal.jpg,https://pbs.twimg.com/profile_images/919680437970116608/esSeOMB2_normal.jpg,https://pbs.twimg.com/profile_banners/903770442573512704/1504316243,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,903770442573512704,bot,1
